unit_id,feature,value,rule,confidence,evidence
R142_0013,term_fiscal,ducati,T_lexicon,high,"…dechiarito, che dovessero pagar ducati dieci [40v] per cento, et li ci…"
R142_0013,term_fiscal,6 per c,T_lexicon,high,"…privilegiati pagano li medesimi 6 per cento a doana da mar, come fano l…"
R142_0013,term_institutions,senato,T_lexicon,high,"…l'Ill.mo Mazor Cons., et Ecc.mo Senato in diversi modi, et variamente…"
R142_0013,term_monetary,ducati dieci,T_lexicon,high,"…dechiarito, che dovessero pagar ducati dieci [40v] per cento, et li cittadin…"
R142_0013,term_monetary,6 per cento,T_lexicon,high,"…privilegiati pagano li medesimi 6 per cento a doana da mar, come fano li is…"
R142_0013,place,Levante,G_gazetteer,medium,"…ssa navigatione, et negotio per Levante, li qual privilegiati pagano li…"
R142_0013,place,Ponente,G_gazetteer,medium,"…mercantie che sono condotte di Ponente per via da mar, et da terra, et…"
R142_0014,place,Rodi,G_gazetteer,medium,…Console di Rodi…
R142_0015,policy_domain,institutional_procedure,M_domain_cues,low,"…er sua Signoria"" di uno dei tre contestabili ""di quella sua corte"".…"
R142_0015,decision_orientation,confirm,M_orientation_from_closing,low,"…Il capitano di Padova chiede la conferma della elezione fatta ""per sua S…"
R142_0015,place,Padova,G_gazetteer,medium,…Il capitano di Padova chiede la conferma della elezio…
R142_0016,document_trigger,commission,M_trigger_incipit,medium,…erir la nostra opinione iuxta l'ordine datoci dalle SS.VV. Ecc.me sotto 12 se…
R142_0016,policy_domain,citizenship_privilege,M_domain_cues,low,"…soli siano preferiti prima suoi Cittadini, poi sudditi, et non trovandos…"
R142_0016,decision_orientation,recommend,M_orientation_from_closing,low,"…44v] et persona molto honorata, stimiamo pero, che potra la S.ta V. se c…"
R142_0016,term_deontic,stimiamo,T_lexicon,high,"…44v] et persona molto honorata, stimiamo pero, che potra la S.ta V. se c…"
R142_0017,document_trigger,commission,M_trigger_incipit,medium,"…passato, sopra le quali è stato commesso a noi sopra la mercantia dalle…"
R142_0017,policy_domain,trade_regulation,M_domain_cues,medium,…mercanti in Constantinopoli nel negotio loro con l'occasione del vender…
R142_0017,term_deontic,debba,T_lexicon,high,"…di alcuna sorte, ma che quelli debbano vender si non a contadi o a b…"
R142_0017,term_deontic,debbano,T_lexicon,high,"…di alcuna sorte, ma che quelli debbano vender si non a contadi o a bar…"
R142_0017,term_deontic,non possino,T_lexicon,high,"…a a prohibire, che sudditi suoi non possino contrattar in altra maniera che…"
R142_0017,term_deontic,sia prohibito,T_lexicon,high,"…ua da mercanti interessati, che sia prohibito a nostri cittadini, et sudditi…"
R142_0017,term_institutions,senato,T_lexicon,high,…alle deliberationi dell'Ecc.mo Senato in tal proposito sia maggiormen…
R142_0017,place,Costantinopoli,G_gazetteer,medium,…ano di hebrei per il viaggio di Costantinopoli si come dal signor Bailo viene…
R142_0018,document_trigger,commission,M_trigger_incipit,medium,…sopra le quali essendone stato commesso a bocca dalle loro Ecc.ze che d…
R142_0018,policy_domain,shipping_navigation,M_domain_cues,medium,"…itture una delli Parcenevoli di navi che ricercano, che non sia per…"
R142_0018,term_deontic,debba,T_lexicon,high,"…liano le ss. Vv. Ecc.me che non debbano in modo alcuno permettere, ch…"
R142_0018,term_deontic,debbano,T_lexicon,high,"…liano le ss. Vv. Ecc.me che non debbano in modo alcuno permettere, che…"
R142_0018,term_deontic,non possino,T_lexicon,high,…i forestiere per Levante et che non possino caricar sopra altri vascelli ch…
R142_0018,term_fiscal,datij,T_lexicon,high,"…zione delle navi, et delli suoi datij fondamenti tutti difesi, et pro…"
R142_0018,place,Candia,G_gazetteer,medium,"…del Zante, et Zeffalonia, et in Candia et poi in tutte le scalle del L…"
R142_0018,place,Levante,G_gazetteer,medium,…no nolizate navi forestiere per Levante et che non possino caricar sopr…
R142_0018,place,Zante,G_gazetteer,medium,"…do forestieri nelli negotij del Zante, et Zeffalonia, et in Candia et…"
R142_0019,document_trigger,supplica,M_trigger_incipit,medium,"…che fanno piu d'un viaggio. La supp.ne del fedel Nicolo Zucato, et la…"
R142_0019,policy_domain,taxation_customs,M_domain_cues,medium,"…dissio che ricceve sua S.ta nel datio dell'Insida da quelli, che con…"
R142_0019,decision_orientation,inform,M_orientation_from_closing,low,"…si conviene, et questo tanto le habbiamo voluto riferire... / ab il Cl.mo Diedo…"
R142_0019,term_fiscal,datio,T_lexicon,high,"…dissio che ricceve sua S.ta nel datio dell'Insida da quelli, che con…"
R142_0020,document_trigger,report,M_trigger_incipit,medium,…o noi etc raccordato con nostra scrittura de 30 Gennaro passato le provis…
R142_0020,policy_domain,trade_regulation,M_domain_cues,medium,"…i utili, et profittevoli per il negotio importantissimo delle uue passe…"
R142_0020,term_deontic,debba,T_lexicon,high,"…lla navigatione, et del negotio debba esser et consultata, et espedit…"
R142_0020,term_institutions,senato,T_lexicon,high,"…contra la forma della parte del Senato, che dispone, che siano tutte c…"
R142_0020,term_institutions,collegio,T_lexicon,high,…erie da esser lette nell'Ecc.mo collegio et prima / Havendo noi etc racc…
R142_0020,place,Ponente,G_gazetteer,medium,"…le del Zante, et Zeffalonia per Ponente contra la forma della parte del…"
R142_0020,place,Zante,G_gazetteer,medium,"…no estratte dalle sue Isole del Zante, et Zeffalonia per Ponente cont…"
R142_0020,place,Ferrara,G_gazetteer,medium,"…co, che era già del S.r Duca di Ferrara sij capacissimo, et attissimo p…"
R142_0021,document_trigger,supplica,M_trigger_incipit,medium,…La supp.ne de Hippolito de Ferigo patron d…
R142_0021,policy_domain,consular_affairs,M_domain_cues,medium,"…et contra la disposition della tariffa, che fu fatta per l'officio nos…"
R142_0021,term_fiscal,datio,T_lexicon,high,"…ta per l'officio nostro in quel datio, ricercando di più di esser res…"
R142_0021,place,Verona,G_gazetteer,medium,"…che negotiano per il viaggio di Verona in Lombardia, et da Lombardia p…"
R142_0021,place,Rovigo,G_gazetteer,medium,"…, che sia delegato al Rettor di Rovigo, o all'officio nostro tutte le…"
R142_0022,document_trigger,supplica,M_trigger_incipit,medium,"…a per le cause, et come in essa supplicatione riverentemente dicemo alla S.tà…"
R142_0022,policy_domain,taxation_customs,M_domain_cues,medium,…a sua da quell'Ecc.mo Coll.o di datij sotto ij .Xmb. 1602 con sal[ari…
R142_0022,decision_orientation,regulate,M_orientation_from_closing,low,"…danari, che riscuode gli altri: con dechiaratione però, che questo accrescimento…"
R142_0022,term_deontic,debba,T_lexicon,high,"…però, che questo accrescimento debba cominciarli a correr a nova con…"
R142_0022,term_fiscal,datij,T_lexicon,high,…a sua da quell'Ecc.mo Coll.o di datij sotto ij .Xmb. 1602 con sal[ari…
R142_0022,term_fiscal,datio,T_lexicon,high,"…ignoni Governator principal nel datio dell'Insida, per le quali ricer…"
R142_0022,term_fiscal,ducati,T_lexicon,high,…ij .Xmb. 1602 con sal[ari]o de ducati 400 all'anno con haver anco por…
R142_0022,term_monetary,ducati 400,T_lexicon,high,…ij .Xmb. 1602 con sal[ari]o de ducati 400 all'anno con haver anco portion…
R142_0023,policy_domain,citizenship_privilege,M_domain_cues,low,…cittadinanza per Zuan Bernardo Arigoni q…
R142_0024,document_trigger,supplica,M_trigger_incipit,medium,"…La supp.ne de Lucillo Fossato, per la qual…"
R142_0024,policy_domain,consular_affairs,M_domain_cues,low,"…gni di commetter all'Ill.mo s.r Bailo, che debba consegnar alli suoi…"
R142_0024,decision_orientation,recommend,M_orientation_from_closing,low,"…ual negotio alla auttorità sua; stimiamo però, che sia bene per nostra o…"
R142_0024,term_deontic,debba,T_lexicon,high,"…etter all'Ill.mo s.r Bailo, che debba consegnar alli suoi agenti il g…"
R142_0024,term_deontic,stimiamo,T_lexicon,high,"…ual negotio alla auttorità sua; stimiamo però, che sia bene per nostra o…"
R142_0024,term_institutions,senato,T_lexicon,high,"…, come per la legge dell'Ecc.mo Senato de 19 April 1524 che sarà qui o…"
R142_0024,place,Levante,G_gazetteer,medium,"…ne quelle mandar alli viaggi di Levante sotto gravissime pene, et come…"
R142_0025,policy_domain,taxation_customs,M_domain_cues,medium,"…egotio apportano beneficio alli datij, et alla poverta di questa Citt…"
R142_0025,decision_orientation,inform,M_orientation_from_closing,low,…delli ritratti. ET questo tanto le habbiamo voluto rappresentare con nostro giuram…
R142_0025,term_deontic,stimiamo,T_lexicon,high,"…ato [69v] da noi quanto si dee, stimiamo, che la Ser.tà V. possa concede…"
R142_0025,term_fiscal,datij,T_lexicon,high,"…egotio apportano beneficio alli datij, et alla poverta di questa Citt…"
R142_0025,term_fiscal,datio,T_lexicon,high,"…ma però è d'avvertire, come nel datio delle 6 per cento non vi è alcu…"
R142_0025,term_fiscal,gravezze,T_lexicon,high,…processo appar. Quanto poi alle gravezze... per le cose sopradette essen…
R142_0025,term_fiscal,sei per cento,T_lexicon,high,"…con servitio delli datij delle sei per cento et Insida, per la reiteratione…"
R142_0025,term_fiscal,6 per c,T_lexicon,high,"…avvertire, come nel datio delle 6 per cento non vi è alcuna differenza…"
R142_0025,term_monetary,6 per cento,T_lexicon,high,"…avvertire, come nel datio delle 6 per cento non vi è alcuna differenza ne i…"
R142_0025,place,Levante,G_gazetteer,medium,"…nno libertà di negotiare per il Levante, come procurano questi, et poi…"
R142_0027,document_trigger,supplica,M_trigger_incipit,medium,"…Rispondendo noi etc alla supp.ne delli ss.ri mercanti Alemani, n…"
R142_0027,policy_domain,institutional_procedure,M_domain_cues,low,…elli X officij per occasion del giuramento ricercano di esser da quella li…
R142_0027,decision_orientation,grant,M_orientation_from_closing,low,…loro mercanti siano degni della gratia che dimandano con dechiaratione pero che q…
R142_0027,term_deontic,debba,T_lexicon,high,…ato esso termine non giurasseno debbano esser astretti alli pagamenti…
R142_0027,term_deontic,debbano,T_lexicon,high,…ato esso termine non giurasseno debbano esser astretti alli pagamenti c…
R142_0027,term_institutions,x officij,T_lexicon,high,…ricceveno dalli ministri delli X officij per occasion del giuramento ric…
R142_0028,policy_domain,citizenship_privilege,M_domain_cues,low,…sta Nanti q. Bernardo chiede la cittadinanza de intus. È vicentino e ha…
R142_0028,term_fiscal,datij,T_lexicon,high,"…cio di non poca importanza alli datij dell'intrada et uscida"".…"
R142_0029,document_trigger,supplica,M_trigger_incipit,medium,"…La supplicatione di m. Antonio Gallo Bergamasco,…"
R142_0029,policy_domain,manufactures,M_domain_cues,medium,"…che benissimo l'è noto, come l'arte della lana ricceve in questa città za…"
R142_0029,decision_orientation,grant,M_orientation_from_closing,low,…mo il detto supplicante che sij degno del privilegio che dimanda non…
R142_0029,term_fiscal,datij,T_lexicon,high,"…iti, come si vede, onde anco li datij suoi vengono non manco a patire…"
R142_0029,term_institutions,proveditori,T_lexicon,high,"…, havendo con licentia de ss.ri Proveditori di Commun posto un tellaro a us…"
R142_0029,place,Bergamo,G_gazetteer,medium,"…o la esperienza per lui fatta a Bergamo nella fabrica di rasse, o sagli…"
R142_0030,policy_domain,currency_monetary,M_domain_cues,medium,"…i delle nationi interessate ne' cambij, che il conto de cambio che si…"
R142_0030,term_deontic,debba,T_lexicon,high,…e nel far il conto delli cambij debbano intervenire di tutte le natio…
R142_0030,term_deontic,debbano,T_lexicon,high,…e nel far il conto delli cambij debbano intervenire di tutte le nationi…
R142_0030,term_fiscal,ducati,T_lexicon,high,…chivar la pena di quattro mille ducati statuita loro quando differisse…
R142_0030,term_institutions,senato,T_lexicon,high,"…to fin a tanto, che dall'ecc.mo senato restasse deciso, e terminato so…"
R142_0030,term_monetary,ducati statuita,T_lexicon,high,…chivar la pena di quattro mille ducati statuita loro quando differissero per lo…
R142_0030,term_monetary,lire 10,T_lexicon,high,"…eccessivo, et il cechino non a lire 10 come si è decretato ma al suo c…"
R142_0031,policy_domain,currency_monetary,M_domain_cues,medium,"…la regolatione della materia de cambij in Generale, et come in quella,…"
R142_0031,decision_orientation,prohibit,M_orientation_from_closing,low,"…apitale, et che del tutto fosse prohibito accrescer li pro et provisioni…"
R142_0031,term_deontic,raccordar,T_lexicon,high,"…enato de 12 settembre instante, raccordar, et proponer quelle provisioni,…"
R142_0031,term_fiscal,datij,T_lexicon,high,"…atione, et augumento nelli suoi datij con altre conseguenze, che deri…"
R142_0031,term_institutions,senato,T_lexicon,high,"…ecution della parte dell'Ecc.mo Senato de 12 settembre instante, racco…"
R142_0032,document_trigger,commission,M_trigger_incipit,medium,…la mercantia in essecution dell'ordine datoci sotto 22 ottobre prossimo passa…
R142_0032,policy_domain,currency_monetary,M_domain_cues,medium,…la regolatione della materia de cambij in generale conforme alla parte…
R142_0032,decision_orientation,recommend,M_orientation_from_closing,low,…sori sotto 13 settembre passato stimiamo dover esser dover esser provisi…
R142_0032,term_deontic,debba,T_lexicon,high,"…operationi detestande, ella non debba in alcuna maniera permetter, ch…"
R142_0032,term_deontic,stimiamo,T_lexicon,high,"…a pena. Questa prohibition noi stimiamo che sia bene ordinar, che debba…"
R142_0032,term_deontic,raccordar,T_lexicon,high,"…tto 22 ottobre prossimo passato raccordare, et proponer quelle provisioni…"
R142_0032,term_fiscal,datij,T_lexicon,high,"…per servitio della città, delli datij, et del traffico. Ma quando li…"
R142_0032,term_institutions,senato,T_lexicon,high,"…conforme alla parte dell'Ecc.mo Senato de 12 settembre precedente, hav…"
R142_0032,place,Roma,G_gazetteer,medium,"…a, come hanno fatto le citta di Roma et fiorenza, per ovviar che tan…"
R142_0033,policy_domain,manufactures,M_domain_cues,medium,…arte della seda pani forestieri regolation…
R142_0033,decision_orientation,regulate,M_orientation_from_closing,low,…arte della seda pani forestieri regolation -- è il commento alla proposta…
R142_0033,term_institutions,provveditori,T_lexicon,high,"…nto alla proposta presentata ai Provveditori, quattro aggiunti e università…"
R142_0033,place,Spalato,G_gazetteer,medium,…l Lazzaretto presso la scala di Spalato.…
R142_0034,document_trigger,supplica,M_trigger_incipit,medium,…Rispondendo noi [etc] alla supplicatione delli datiari delle sei per cen…
R142_0034,policy_domain,taxation_customs,M_domain_cues,medium,…i patiti nella condotta di esso datio finito ultimo mazo pur passato…
R142_0034,term_fiscal,datio,T_lexicon,high,…i patiti nella condotta di esso datio finito ultimo mazo pur passato…
R142_0034,term_fiscal,ducati,T_lexicon,high,…vuto augumento in quel datio di ducati 19.m dalla affittation passata…
R142_0034,term_fiscal,sei per cento,T_lexicon,high,"…pplicatione delli datiari delle sei per cento passati, che ricercano di esser…"
R142_0034,term_institutions,senato,T_lexicon,high,"…ovorono a Ragusi con ordine del Senato, che dovessero andar à Corfù, e…"
R142_0034,term_institutions,governatori delle intrade,T_lexicon,high,"…i le risposte fatte dalli ss.ri Governatori delle Intrade et officio nostro, et la commis…"
R142_0034,term_monetary,ducati 19.m,T_lexicon,high,…vuto augumento in quel datio di ducati 19.m dalla affittation passata come…
R142_0034,place,Alessandria,G_gazetteer,medium,"…oria la Salvetta, et Pigna, per Alessandria Giustiniana, Guidota, et Roata…"
R142_0034,place,Corfù,G_gazetteer,medium,"…usi, di dove partite gionsero a Corfù a mezo marzo in circa, m in que…"
R142_0034,place,Ragusi,G_gazetteer,medium,"…diversi mesi et in particolar a Ragusi, di dove partite gionsero a Cor…"
R142_0035,document_trigger,supplica,M_trigger_incipit,medium,…la m.ca Nation Alemana con sua supplicatione de di 10 novembre passato ricer…
R142_0035,policy_domain,currency_monetary,M_domain_cues,medium,"…ne nel negotio regolato di esse monete, perche primieramente quello ch…"
R142_0035,decision_orientation,regulate,M_orientation_from_closing,low,"…n le medesime alterationi con deregolatione del preso, et della lieve (?)…"
R142_0035,term_deontic,stimiamo,T_lexicon,high,"…nova confusione di prima, pero stimiamo che non sia bene in alcuna mani…"
R142_0035,term_fiscal,datij,T_lexicon,high,"…igationi insolite a danno delli datij di questa città, et specialment…"
R142_0035,place,Cipro,G_gazetteer,medium,"…con questa sorte di argenti in Cipro, Soria, et altre parti del Leva…"
R142_0035,place,Levante,G_gazetteer,medium,"…le loro piastre per mandarle in Levante con quelle provisioni, et cauti…"
R142_0036,document_trigger,supplica,M_trigger_incipit,medium,"…l privilegio, et come nella sua supplicatione [/] a noi sopra la mercantia da…"
R142_0036,policy_domain,manufactures,M_domain_cues,low,"…rfettissimo secreto di fabricar saggie bellissime, et con ogni diligen…"
R142_0036,term_institutions,senato,T_lexicon,high,…esso a Vidal Vidali dall'Ecc.mo Senato sotto 7 febraro prossimo passat…
R142_0037,document_trigger,report,M_trigger_incipit,medium,…A proposito di un ricordo che propone di modicare il dazi…
R142_0037,policy_domain,manufactures,M_domain_cues,medium,…proponendo che pe servitio dell'arte della seda di quella [questa?] citta…
R142_0037,term_deontic,debba,T_lexicon,high,…ipi alieni come è noto sua S.ta debba ridur la stima a tutte le sede…
R142_0037,term_deontic,stimiamo,T_lexicon,high,…essa arte. Onde reverentemente stimiamo doversi considerare prima che s…
R142_0037,term_fiscal,datij,T_lexicon,high,…bilissimo augumento di tutti li datij delle sede di terra ferma per l…
R142_0037,term_fiscal,datio,T_lexicon,high,"…grosse si paga delle sottil il datio intiero, et delli doppi, et sed…"
R142_0037,term_fiscal,gravezze,T_lexicon,high,"…non è dubbio ancora, che per le gravezze alle volte si debilitano li neg…"
R142_0037,term_fiscal,ducati,T_lexicon,high,"…fuori del suo stato a rason di ducati 2 ½ per lira di stima, dove hor…"
R142_0037,term_institutions,senato,T_lexicon,high,…ecution della parte dell'Ecc.mo Senato de 8 mazo 1608 va lui proponend…
R142_0037,term_monetary,ducati 2,T_lexicon,high,"…fuori del suo stato a rason di ducati 2 ½ per lira di stima, dove hora…"
R142_0037,place,Verona,G_gazetteer,medium,"…lla di Bressa et ultimamente di Verona, et territorio, non habbiamo pe…"
R142_0037,place,Levante,G_gazetteer,medium,"…rsiglia et altre scale, dove di Levante con navi forestiere ve ne capit…"
R142_0038,document_trigger,supplica,M_trigger_incipit,medium,…à usciti di off° risponder alla supp.ne del fedel Z. battista Follo int…
R142_0038,policy_domain,taxation_customs,M_domain_cues,medium,"…osi è anco cosa chira, che essi datij delle sede sono stati di tempo…"
R142_0038,decision_orientation,recommend,M_orientation_from_closing,low,"…tra riccever, che nel resto non stimiamo che si possa dannificare, et no…"
R142_0038,term_deontic,non possino,T_lexicon,high,"…no si il suo privilegio, ma che non possino servire con esso forestieri, si…"
R142_0038,term_deontic,stimiamo,T_lexicon,high,"…anto si deve in questo negotio, stimiamo primieramente che esso datio de…"
R142_0038,term_fiscal,datij,T_lexicon,high,"…osi è anco cosa chira, che essi datij delle sede sono stati di tempo…"
R142_0038,term_fiscal,datio,T_lexicon,high,…r lira del 1564 raddoppiato il datio da 7 a 14 per c° del 1575 il g…
R142_0038,term_fiscal,sei per cento,T_lexicon,high,"…ene pagando vicentini solamente sei per cento in virtu di suoi privilezij, ch…"
R142_0038,term_institutions,senato,T_lexicon,high,…cc.ze Ill.me di deliberare co'l senato in tal proposito et ciò con nos…
R142_0038,term_institutions,proveditori,T_lexicon,high,"…voluto haver informatione dalli Proveditori alla seda di questa città, da e…"
R142_0038,term_institutions,provveditori,T_lexicon,high,…tura dei p.ri alla seda (sono i Provveditori e quattro aggiunti della Univer…
R142_0038,term_monetary,ducato et,T_lexicon,high,…per c° del 1575 il grosso per ducato et del 1596 il soldo per lira si…
R142_0038,term_monetary,14 per c°,T_lexicon,high,…564 raddoppiato il datio da 7 a 14 per c° del 1575 il grosso per ducato…
R142_0038,place,Verona,G_gazetteer,medium,"…a alli interessi della citta di Verona, et territorio havendo noi prim…"
R142_0038,place,Levante,G_gazetteer,medium,"…ssina Calauria, et di quelle di Levante con la commodità delle nove nav…"
R142_0038,place,Napoli,G_gazetteer,medium,…et d'altri luoghi del Regno di Napoli con che riverentemente se le in…
R142_0039,document_trigger,commission,M_trigger_incipit,medium,…Fu di ordine dell'Ecc.mo Coll° commesso a noi sopra la m.tia sotto 13 Z…
R142_0039,policy_domain,currency_monetary,M_domain_cues,medium,…garsi poi di portar nella detta Zecca con maggior commodità altra sum…
R142_0039,term_deontic,stimiamo,T_lexicon,high,"…feriori una all'altra. Onde noi stimiamo, che la introdutione di essi to…"
R142_0039,term_deontic,sia tenuto,T_lexicon,high,"…quale si contenteranno, che ui sia tenuto in essa Cecca, a ragion di 20 p…"
R142_0039,term_institutions,senato,T_lexicon,high,"…ecca, come dispone la parte del Senato de 15 settembre 1598, et quando…"
R142_0039,term_institutions,zecca,T_lexicon,high,…garsi poi di portar nella detta Zecca con maggior commodità altra sum…
R142_0039,term_monetary,20 per cento,T_lexicon,high,"…nuto in essa Cecca, a ragion di 20 per cento, et come in quella. Et sopra q…"
R142_0039,place,Ponente,G_gazetteer,medium,"…cono li Gottoni et spiciarie in Ponente, nelli qual luoghi per la maggi…"
R142_0040,document_trigger,commission,M_trigger_incipit,medium,…Fu commesso di ordine delli Ecc.mi ss.ri Sa…
R142_0040,policy_domain,shipping_navigation,M_domain_cues,medium,"…sato intorno il naufragio della nave Salvetta, et intesi li discors…"
R142_0040,decision_orientation,prohibit,M_orientation_from_closing,low,…Di questa prohibitione si aggravano li sudetti mer…
R142_0040,term_deontic,non possino,T_lexicon,high,…to che vasselli di sorte alcuna non possino partire per Levante se non à te…
R142_0040,term_deontic,giudichiamo,T_lexicon,high,"…ono sopra modo, come s'intende. Giudichiamo anco necessario, che sia provis…"
R142_0040,term_fiscal,datij,T_lexicon,high,"…che hanno molto avantagio nelli datij, dove conducono le loro mercant…"
R142_0040,term_fiscal,datio,T_lexicon,high,"…i anni in qua per le molte depredationi di vasselli, et di capitali i…"
R142_0040,term_fiscal,ducati,T_lexicon,high,"…ano pero questa, anzi con cento ducati di moneda di questa Cecca si fa…"
R142_0040,term_fiscal,cottimo,T_lexicon,high,"…et estraordinarie eccessive di cottimo, la mercantia resta maggiorment…"
R142_0040,term_institutions,senato,T_lexicon,high,…lle sue leggi prese nell'Ecc.mo Senato in questo proposito. Ma credere…
R142_0040,term_monetary,ducati di,T_lexicon,high,"…ano pero questa, anzi con cento ducati di moneda di questa Cecca si fa in…"
R142_0040,place,Candia,G_gazetteer,medium,"…galie grosse armate fino sopra Candia, et de la in poi potria far anc…"
R142_0040,place,Alessandria,G_gazetteer,medium,"…che sono stati in Soria, et in Alessandria et con altri mercanti, nobeli,…"
R142_0040,place,Cipro,G_gazetteer,medium,"…la, si potria farle ritirar in Cipro, fino che li fosse proveduto di…"
R142_0040,place,Levante,G_gazetteer,medium,"…et assicurar la navigatione di Levante. Per essecutione di che, havend…"
R142_0040,place,Napoli,G_gazetteer,medium,"…o li vasselli di sicilia, et di Napoli li quali si ben tolevano tutto…"
R142_0041,document_trigger,supplica,M_trigger_incipit,medium,…pra la mercantia responder alla supp.ne delli capi delli mercanti del v…
R142_0041,policy_domain,institutional_procedure,M_domain_cues,medium,…i della piazza et hebrei per il giuramento all'Insida. Dovendo Noi sopra l…
R142_0041,decision_orientation,grant,M_orientation_from_closing,low,"…sentimo per nostro parere, che sia concesso alli hebrei Levantini, et Ponen…"
R142_0041,term_deontic,stimiamo,T_lexicon,high,"…doane da terra et da mar, cosi stimiamo parimente, che sia bene concede…"
R142_0041,term_institutions,senato,T_lexicon,high,"…bre 1595 non piacque all'Ecc.mo Senato di darle essa proroga, et tutto…"
R142_0041,term_institutions,x officij,T_lexicon,high,…oro molestati dalli ministri di X officij per le bollette espedite all'of…
R142_0041,place,Cipro,G_gazetteer,medium,"…i delli mercanti del viaggio de Cipro, et Soria, dimandanti, che esse…"
R142_0042,policy_domain,trade_regulation,M_domain_cues,low,"…pi, poi che gran parte del poco negotio che ci resta è nelle loro mano,…"
R142_0042,term_institutions,senato,T_lexicon,high,…che le è stata data dall'Ecc.mo Senato quando furono chiamati all'habi…
R142_0042,term_institutions,collegio,T_lexicon,high,…ome ha veduto hieri nell'Ecc.mo Collegio si trova in grandissima confusi…
R142_0042,place,Spalato,G_gazetteer,medium,"…olarmente quello della scala di Spalato, che a questi tempi è il princi…"
R142_0054,document_trigger,commission,M_trigger_incipit,medium,…a mercantia fin l'anno 1591 per commissione datane dall'Ecc.mo Collegio col…
R142_0054,policy_domain,minorities_governance,M_domain_cues,medium,…Nel negotio delli hebrei mercanti a quali fu da Precesso…
R142_0054,term_deontic,stimiamo,T_lexicon,high,…le SS.VV: Ecc.me ma solo perche stimiamo che questo possa partorire gran…
R142_0054,term_deontic,raccordar,T_lexicon,high,"…otessero senza alterar il preso raccordarlo nell'ecc.mo Collegio, accioch…"
R142_0054,term_fiscal,datij,T_lexicon,high,"…ieni con danno publico et delli datij, delibero l'Ecc.mo Senato con i…"
R142_0054,term_fiscal,datio,T_lexicon,high,"…e doveva durar l'essentione del datio, la quale fu poi prorogata di d…"
R142_0054,term_fiscal,sei per cento,T_lexicon,high,"…redotti ad un solo pagamento di sei per cento, et quelli della Romania alta,…"
R142_0054,term_institutions,senato,T_lexicon,high,…legio coll'autorità dell'Ecc.mo Senato provisto (?) di habitatione nel…
R142_0054,term_institutions,collegio,T_lexicon,high,…commissione datane dall'Ecc.mo Collegio coll'autorità dell'Ecc.mo Senat…
R142_0054,term_institutions,cattaveri,T_lexicon,high,…etendono al presente li signori Cattaveri di sottoponer [155] al loro gov…
R142_0054,place,Spalato,G_gazetteer,medium,"…della Morea, et della Scala di Spalato, è nelle loro mani con molto au…"
R142_0043,policy_domain,taxation_customs,M_domain_cues,medium,…sudetto Zuane ha espedito nelli datij di doana da terra da mar et usc…
