register_id,unit_id,folio_start,folio_end,date_original,date_iso,date_precision,marginal_note_raw,marginal_note_present,signatories_raw,signatories_norm,signatory_count,signatories_complete,text_diplomatic,transcription_status,relation_type,related_unit_id,date_check,regest_note,uncertain_readings
ASVe_CSM_R142,R142_G005,34,34,,,,,not_applicable,,,,not_applicable,,not_transcribed,,,,,
ASVe_CSM_R142,R142_0011,35v,36r,7 novembre 1607,1607-11-07,day,"Monete stronzate et forestieri, et cambij (?). Havendo noi etc",present,,,,not_checked,"in esecution dell’ordene datoci a bocca discorso una et piu volte intorno l’importantissimo disordine che tutta via va continuando in questa città con tanto maleficio della mercantia, a danno publico, et particolare, nelle valute che correno, et si spendono cosi publicamente, contra la forma delle leggi, che sono state sotto diversi tempi instituite, et ordinate, et dovendo intorno questa materia riferire alle ss.rie vostre Ill.me et Ecc.me il parer nostro, havute quelle considerationi, che ne sono parse noc.re (??) li dicemo riverentemente questo male per esser cosi invecchiato, haver bisogno di una buona, et ben fondata regula con quelli rimedij, che sono stimmati da noi nec[essar]ij li quali pero non saranno ai per conseguire il suo debito fine, se prima non venira fatta con estraordinario modo la sua debita, et total essecutione, perche dalla esperienza delli buoni ordeni dati per tante use (??), et con tante leggi, et specialmente per quella del 1602 27 settembre si vede il tutto esser stato sovvertito contra la mente publica. Le dicemo adunque, che reputaressimo, se si potesse, esser ottima provisione il bandir affatto tutti li ori forestieri di cattiva stampa, et la moneta tutta forestiera et scarsa che non potesse esser spesa in questa città ne meno nel suo stato con quelle provisioni, che altre volte furono deliberate, ma non come di doverebbe (?), esseguite. Ma perché stimiamo che questa provisione del tutto non si possa cosi facilmente mandar ad essecutione in un colpo, per rispetto delli molti contrarij, che andiamo scoprendo in essa molto ben noti alle prudenze loro habbiamo pensato esser bene, tralasciando ad altro tempo piu opportuno la prohibitione delli ori predetti prohibire in tutto et per tutto per hora in questa citta le monede d’argento forestiere, et scarse con quelli ordeni, et modi, che dalla medesima parte 1602, sono stati dichiariti, et con quelli altri di piu, che parera alle loro Ecc.ze Ill.e havuto quel riguardo che si deve nel cambio alla poverta di questa citta, stimando noi principalmente che non possi esser, ne bastevole, ne sufficiente questa prohibitione quando prima non vi sij fatta provisione di quel danaro, che potra esser necessario per il cambio, non dovendosi in ciò haver al presente alcun pensiero di guadagno nella sua cecca, ma ritornandolo con l’occasione di maggior inviamento, dovendosi anco provedere in ogni modo, che cosi nel banco, come in ogni altro officio non sijno fatti depositi ne’ di monede forestiere, et scarse ne de ori prohibiti per schivar li inconvenienti, che occorreno per tal causa, persuadendosi noi con ragionevol discorso, che dalla prohibitione di queste monete forastiere d’argento veniranno facilmente da se stessi li ori a bona regolatione, et nelle cecche di Principi alieni et vicini non potendo haver piu spazzo delle loro monede resteria il loro negotio di arzenti molto sminuito, li quali arzenti accresceranno maggiormente nella sua zecca per la condotta loro, come si spera con notabil servitio di questa regolatione, et non giudicaressimo inconveniente per facilitar maggiormente questo negotio dar liberta a’ mercanti come altre volte è sta fatto, di stampar monete nella sua Zecca per qualche tempo con li oblighi pero dell’istessa Zecca dovendosi anco proveder in ogni modo, che cosi nel banco come in ogni altro officio non sijno fatti depositi né di monede forestiere, et scarse, ne di ori prohibiti per schivar li inconvenienti, che occorreno per tal causa. Queste tutte provisioni doveranno esser esseguite da cadauno sotto quelle pene altre volte dichiarite, et maggiori. Ma poiche è importantissima questa essecutione, senza la quale non è dubbio alcuno che il tutto riuscirebbe, come è successo nel passato in molta confusione, et resterebbe vana ogni provisione pero è stimato da noi utilissimo, et principalissimo rimedio a questo negotio, il deputar particolarmente un novo magistrato de cinque senatori delli primarij della città, quali siano eletti con la medesima auttorita nell’istesso modo, et con le medesime conditioni et forme, che vengono eletti li signori Proveditori sopra le pompe potendo formar processi, con accettar denontie secrete, et per inquisitioni castigando li contrafattori iuxta le leggi senza ostaculo alcuno non potendo mentre staranno in detto officio haver altro carico né esser cavato in altro luogo, dovendoli esser deputato un secretario et altri ministri lizadi (?), et fedeli secondo il bisogno. Ruzier Ruzini, Piero Soranzo, Hier° \*\*\*\*",manual_full,,,,,2
ASVe_CSM_R142,R142_0012,36v,39r,24 novembre 1607,1607-11-24,day,Per la regolation delle monete scarse et forestiere,present,,,,not_checked,"Sono troppo evidenti, et chiari gli importantissimi disordeni, che vanno ogni giorno continovando nella sua città per occasione delle valute d’oro, et d’argento forestiere, et Venetiane stronzate che si spendeno licentiosamente contra la forma delle leggi, et con tanto danno, et maleficio publico perche non solamente la moneda Venetiana di giusto peso: ma anco la scarsa, et stronzata vengono portate fuori, et convertite nelle Cecche aliene in altre monete di mala qualità, et inferiori assai alla liga della sua Ceca, et poi quelle condotte, et spese qui a Venetia, come ogn’uno vede: onde da così pessima introduttione gli ori sono andati crescendo di precio, la partita di banco va ogni altro giorno alterandosi, la mercantia riceve grandissima mutatione, i suoi datij et il negotio restano in molta confusione, ne per tal causa ori et argenti capitano più nella sua Ceca rispetto all0utile et avantaggio, che riceveno in esse Ceche aliene, et con questa facilità di spendersi ogni sorte di valute, il reale, che è inferior di liga, et bontà alla moneta venetiana si è ancor lui introdotto a spendersi, il quale quando non fosse admesso sarebbe portato nella sua Ceca, come si faceva per il passato. Onde dalla prudenza della S.tà V. veduti i sopradetti principali disordeni, et altri, che per brevità si tralasciano, è stato commesso, che redutti i signori Proveditori, et depositarij in Ceca, Revisori, et Regolatori delle Intrade publiche Proveditori sopra gli ori, et noi sopra la Mercantia prese le necessarie informationi uniti, o separati dobbiamo referir la nostra opinione per poter esser deliberato nell’Ecc.mo Senato quanto sarà stimato poi più conveniente, cosi per servitio publico come di particolare. Per il che havendo noi sopra la mercantia ben discorso, et considerato l’importanza di questa materia uniti con i predetti Ill.mi Magistrati, e tra di noi in parte vedute le leggi, et ordeni, et le prohibitioni altre volte con molta maturità fatte: ma non ben esseguite, siamo andati pensando intorno la regolatione di questo cosi importante negotio per poter conseguir, che piu non possimo esser spese monete stronzate, ne forestiere, che si vadi avalizando l’oro con l’argento quanto piu sia possibile, che sia data commodità a tutti di condur ori, et argenti nella sua Ceca, che l’oro si vadi annichilando con conservatione del negotio di questa piazza per rimediar dunque a tutte le sopradette cose, con il mezo specialmente di una Estraordinaria, et esquisita essecutione, senza la quale reputamo, che non si possa far cosa alcuna di bene, nostra opinione è, che siano prese, et fatte esseguire le infrascritte provisioni, che tutte tendeno per nostro parere al sopradetto fine Siano primieramente bandite in universal tutte le monete di argento di qual si voglia sorte forestiere, et Venetiane stronzate, quali non possino esser spese da alcuno, cosi in questa Città, come nelle Città, et terre del suo stado di Terra ferma. Ma prima sopra tutte le altre cose sia preparada valuta sufficiente per far il cambio universale, et necessario in tal proposito Nel qual cambio è da noi giudicato, che fra poveri non li debba andar quella cosi grossa summa di danaro, come da alcuni vien considerato, stimando noi, che in essi poveri vi siano poche delle monede prohibite: ma che la maggior parte di essi habbino delle sue monete minute di bassa liga per esserne state dispensate in bona summa cosi in questa Città, come nel suo stado. Et ciò le dicemo per esser nostra opinione, che il detto cambio sia fatto ad essi poveri in quella piu brevità di tempo, che sarà possibile, et con quella moderatione che altre volte in simili occasioni è stato da Vostra Serenità ordinato, cioè che sia cambiato a povere persone delle sopradette monete prohibite fino alla summa de due tolari, overo reali per uno, et similmente di moneda Venetiana stronzata altre lire 12, con quella regula, che parerà alla prudenza sua in si fatto modo, che la Ceca non perda Et perche nel passato si è veduta molta confusione, et fraude nel cambiar ne’ banchetti per causa di quelli, che vogliono far il cambio piu d’una volta, stimaressimo, che fosse bene, che si andasse alle medesime case di povere persone da quelli, che potrano esser deputati dalla S.tà V. cioè un nobile, un cittadino con un perito per contrada per far il sudetto cambio: perche a questo modo si verrà a far esso cambio piu giusto, piu real, et senza tanta confusione, et con manco perdita di tempo di essi poveri, et in maggior brevità di essa dispensa. Non sentimo, che sia fatto cambio di ori per hora per non metter tanta confusione: ma rimetter ciò ad altro tempo più opportuno, giudicando noi fra tanto, che dalla introduttione delle monete buone l’oro da se stesso si possa regulare, et redursi a quel segno, che si conviene: ma tuttavia quando si veda riuscir altramente, intendemo quanto a noi, che all’hora si debba far poi la sua regolatione in quel modo, che sarà giudicato necessario. Quanto aspetta poi al cambio, che si doverà far nella sua Ceca delle sopradetet monede si forestiere, come Venetiane scarse, stimiamo, che non concorreranno in così breve tempo persone a cambiare, rispetto, che doverà ogn’uno haver commodità di un mese per distribuirle in altri lochi con maggior suo avantaggio: ma se pur venissero mentre si andarranno cuniando quella riceuuta da povere persone si potrà far il cambio ad ogn’uno, et continuar a cugner anco quella, che da essi giornalmente sarà portata. Nel qual termine di un mese essendo portato da cadauno nella sua Ceca fino a tolari vinti, quegli siano cambiati per il giusto valor dell’argento redutto a fino senza alcun utile di essa Ceca: perche tal cambio riuscisse con manco interesse loro, il qual potria esser anco più avantaggioso, quando li fosse dato qualche portione di grossetti, et gazette, ne’ quali si guadagna a rason di 7 per cento. Che sia stampata moneta di argento di valuta di lire diese l’una con il stampo del cechino senza alcun segno del suo valore: perche dalla nobiltà di esso stampo sarà da tutti conosciuta a sufficienza: cosiche in essa moneta vi sij l’istessa qualità, et quantità di argento, che si ritrova al presente in cinque da quaranta di giusto peso. Et similmente sia stampata moneta di valor della metà, et del quarto (?) di essa a portione con il medesimo impronto del Cechino per maggior commodità della Città. Et questa nuova forma di moneta raccordamo alla S.tà V. perche vedendosi, che il Cechino d’oro va sproportionatamente crescendo, speramo con questa moneta possi moderarsi Che di moneda bassa peso 550 de liga siano stampati soldini, gazette, grossetti per quella quantità che sarà giudicata bisognosa, et bastevole del medesimo stampo, et qualità, che si fa al presente, et non piu summa per non dar in quegli inconvenienti occorsi, com’è noto alla S.tà V. né sesini. Et crederessimo per nostro parere, che non fosse se non bene ordinare, che le monete, che si stampassero di moneta fina, fossero stampate senza segno del loro valsente, come si soleva già osservar nelle monete Venetiane da 4 ½ / da 9 / da 12 / da 18 / et da un mocenigo, et come si vede esser osservato da Principi grandi indiferentemente ordinando però, che sia usata ogni diligenza nel cugnarli: si che rieschino di bella stampa, et di tutto tondo: accioche non sij così facilmente ne stronzata, ne imitata Che a tutti i mercanti, o altri, che conduranno oro, et argento, cosi grezo, come in valute prohibite o permesse con le bollette ordinarie et in groppi ben conditionati, et bollati, quando non si possi haver piu avantagioso partido, li siano cambiati essi ori, et argenti in altre tanta valuta a peso, et sazo, cio è, dell’oro li sia dato tanti cechini a oro per oro, et dell’argento tanta moneda d’argento a argento per argento il tutto reduto a fino, dovendo essi m.i [mercanti?] pagar alla sua Cecca cosi per conto dell’oro, come dell’arzento quel tanto, che sarà calculato importar tutte le\*\*\*\* (? Le partide?) di essa Cecca cosi di operarij, come salariati, et altro a portione [c. 38v] calculate anco con quell’avantaggio della Zecca, se cosi parera alla S.ta V. Et che questa provisione del riccever oro, et argento nella Cecca debbi continuar per anno uno prossimo venturo per poter veder la sua rivicita (??), et secondo essa deliberar poi, finito esso anno quello che sara stimato di maggior servitio publico. Che per l’avvenire non possino piu esser fatti depositi da alcuno nel banco de reali, et altre valute forestiere, ne meno de cechini perche (?) con questa commodita si vengono a sustentar le valute cosi d’oro come di argento a preciji eccessivi: Et similmente nelli depositi delli officij siano osservate le leggi. Che siano prohibiti similmente sotto severissime pene tutti li banchetti di qual si voglia sorte, che si essercitano in cambiar danari per ovviar alli molti danni, che procedono da essi. Che sia fatta elettione de doi aggionto alli signori Proveditori sopra li ori, et monede, li quali habbino auttorità di castigar etiam con denontie secrete, et per inquisitione tutti li transgressori inapellabilmente con il medesimo ritto, et forma delli signori Proveditori alle Pombe [sic] intorno alle confiscationi di danari, et condanne pecuniarie fino alla summa de ducati tresento. Et dalla p.a summa di ducati tresento in su siano aggionti ad esso magistrato altri doi, o delli Proveditori in Cecca, o delli Revisori, et Regolatori dell’intrade publiche, si che siano in tutto al numero di sette, li quali ridotti al numero di cinque per la maggior parte delle ballotte possino condannar d’ogni summa, et il simile sia osservato quando si trattasse anco di pena corporale. Che nella elettione di essi Proveditori et doi aggionti per questa volta solamente li tre superiori di balle debbano esser eletti per un anno, et li doi di manco balle per sei mesi, et passati li sei mesi quelli, che poi saranno eletti s’intendano per un anno, et cosi successivamente di anno in anno acciò che sempre in esso officio restino quelli informati Et possino esser tolti et eletti de cadaun officio o magistrato solito darsi per il senato, eccettuato quelli del collegio acque, et biave, nelli quali carichi sol.ti (?) possino esser tolti, et non in altro loco. Debbano anco ridursi ogni matina a Rialto dove si solevano redur per innanzi a hora di banco. Le pene, et condennation siano divise un terzo alla Ser.ma Sig.ria un terzo al denontiante da esser tenuto secreto, et un terzo per le spese dell’officio, et [39r] salario de’ ministri de esso. Et nel resto siano esseguite tutte le leggi et ordeni già presi, et statuiti dal senato alla presente regolatione non repugnanti, et specialmente contra li stronzadori tutti. Quest’è quanto. [lo spazio per le firme è però lasciato vuoto, quindi non ci sono i nomi sotto questa Risposta] [sono certa che questa disposizione è citata da molti studiosi. Le parole non mi sono nuove]",manual_full,,,,,3
ASVe_CSM_R142,R142_0013,39v,41r,17 dicembre 1607,1607-12-17,day,a lato: 7.mo 181 / 187\] Pietro et Ferdinando Helmani civilta,present,,,,not_checked,"[cittadinanza per i fratelli Helmann q. Carlo] Intorno la scrittura presentata alla S.tà V.ra a nome de Pietro et Ferdinando Helmani fratelli furono figliuoli del q. D. Carlo aggionta alla sua supp.ne per la quale ricercano di poter goder l’istesso privilegio, che benignamente è stato concesso al detto q. suo padre, et figliuoli, che nasceranno di legitimo matrimonio per le cause, come in quella. Havendo noi sopra la mercantia hauute quelle informationi, che ne sono parse [40r] nec[essa]rie, et discorso quanto si deve in tal materia primieramente dicemo alla S.tà V. come per diverse leggi vecchie et antiche dell’Ill.mo Mazor Cons., et Ecc.mo Senato in diversi modi, et variamente è stata concessa a forestieri la cittadinanza, poi che con l’occasion delle guerre, per mancamento de habitanti per reimpir [sic] la città, per servitio delli negotij, datij, arti, et altri beneficij questo privilegio fu concesso a quelli che havessero habitato questa citta hora anni 25 hora 15, hora otto et hora piu, et manco con pagar, et senza pagar alcuna graveza con obligo sempre pero a tutti di condur, et continuar con le loro famiglie, et di giustificar alli Prov.ri di Commun essa loro habitatione; tutte queste leggi furono po regolate dalla parte dell’ill.mo mazor consiglio di 25 Agosto 1552 per la quale fu ordinato, che a forestieri, che habitassero in questa città per anni XV continui con la sua famiglia con il pagamento delle gravezze, et per anni otto dopo tolta donna venetiana fosse concessa la cittadinanza de intus, et a quelli, che per spacio di anni XXV havessero habitato similmente con le sue famiglie et pagate le gravezze fosse concessa quella di Extra. Quelli a quali viene concesso questo privilegio de Intus, et extra ricceveno habilita, et beneficio di poter navegar, et negotiar per ogni paese del mondo, come possono li suoi cittadini, a differenza de forestieri non privilegiati alli quali sotto strettissime pene è prohibito far essa navigatione, et negotio per Levante, li qual privilegiati pagano li medesimi 6 per cento a doana da mar, come fano li istessi Venetiani, Greci, Turchi, hebrei et altri che possono navicare et che conducono mercantie di Levante iuxta la regolatione che fu fatta l’anno 1577 a 7 febraro dall’Ecc.mo Senato. Li forestieri poi per le mercantie che sono condotte di Ponente per via da mar, et da terra, et per tutte le altre mercantie obligate al datio dell’intrada da terra, nella regolatione che fu fatta l’anno 1579 a 29 settembre fu dechiarito, che dovessero pagar ducati dieci [40v] per cento, et li cittadini 6 ¾ che sono d. 3 ¼ per cento de piu di quello che pagano Venetiani. Questo privilegio de Intus et extra fu concesso sotto 8 ottobre 1579 dall’Eccelso Consiglio di X al q. D. Guglielmo Helman fratello del padree di detti supplicanti in gratificatione delli ss.ri Arciduchi d’austria, et Principe di Baviera, et dall’Ecc.mo Senato sotto 23 settembre 1595 fu concesso il medesimo privilegio al sudetto q. D. Carlo Helman, et figliuoli legitimi, et di legitimo matrimonio, habbiamo anco veduto come il sopradetto q. Guglielmo fratello di esso q. D. Carlo fu tansato nell’ultima regolatione che hebbe principio l’anno 1581 ducati 15, et di aggionto altri ducati 15, li quali di tempo in tempo sono stati pagati da lui vivendo, et dopo la sua morte da lui q. suo fratello et doveranno esser continuati a pagar da essi suoi figliuoli, et heredi fin ad altra regolatione della terra. Hora essendo mancato di vita il detto q. D. Carlo, et ricercando detti suoi figlioli di esser hablitadi in detto privilegio per fondamento delle loro ragoni n’hanno fatto vedere, come si bene de non (?) legitimo matrimonio sono pero nati, et battezati, in questa citta suddita sua Padoana, li quali dalli ss.ri Arciduchi d’Austria et infanta di Spagna sono stati legitimati, et dal medesimo q. suo padre nel suo testamento sono stati instituiti heredi universali heredi di tutta la sua faculta, chiamando sua madre per nome di moglie, et essi pur suoi figliuoli nel qual testamento si scuopre, che questo mercante era ricco di faculta di molta consideratione, per li olti legati lassati et a lochi pij di questa citta, et ad altri altrove, oltra il suo ressiduo. Le soggiongemo anco, che havendo destinato il commissario loro di mandar uno di questi figliuoli in Anversa fu di ordine dell’Ecc.mi ss.ri capi udita la madre di essi figliuoli da una, et detto commissario dall’altra in contradittorio con li suoi advocati sotto ultimo ottobre passato fatta intimatione a detto commissario che non dovesse altramente mandar fuori di Venetia Pietro figliol maggiore. Questi sono figliuoli nati di padre creato cittadino per privilegio, il quale vivendo sempre ha tenuto casa aperta in questa citta di mercante, come cittadino, et tra mercanti molto honorato, et di buon nome, et con le amplissime sue facolta et importante negotio ha pagato li datij come cittadino, et puo haver apportato molto beneficio, et a quelli, et al [41r] traffico di questa piazza, et con la medesima facolta pervenuta in questi suoi figliuoli, et heredi che per quanto vien da loro risposto resta al presente infruttuosa, se la negotieranno in queste parti se possono sperar li medesimi beneficij; né vogliamo restar appresso di dire alla Ser.ta V. che v sono le leggi, che escludeno li naturali venetiani da quelli officij, et benefici che vengono despensati a cittadini suoi originarij, ma non habbiamo veduta alcuna legge, che dichiarisca che li nati in questa città o di legitimo, o di non legitimo Matrimonio s’intendano forestieri. Le dicemo adunque, che considerate da noi le sopradette leggi, la qualita di questa famiglia, l’habitatione loro, li privilegij concessili, la nativita di essi figliuoli, et la facolta con il beneficio, che possono riccever li suoi datij et negotio da essa, et il danno non negotiandola per queste parti, habbiamo voluto il tutto rappresentar alla Ser.ta V.ra perche ella possi co’l sapientissimo suo giudicio usar della sua gratia in questo caso estraordinario in quel modo, che la stimera di maggior servitio suo et cio con nostro giuramento et à quella humilmente si racc° [a lato: Tutti. Mancano però i nomi dei Savi]",manual_full,,,,,1
ASVe_CSM_R142,R142_0014,42r,42v,26 dicembre 1607,1607-12-26,day,Console di Rodi,present,,,,not_checked,,regest,,,,[vedi foto],
ASVe_CSM_R142,R142_0015,43r,43v,stessa data,1607-12-26,inherited,Il capitano di Padova chiede la conferma della elezione fatta “per sua Signoria” di uno de,present,,,,not_checked,,regest,,,date_inherited_from_previous(26 dicembre 1607),i tre contestabili “di quella sua corte”.,
ASVe_CSM_R142,R142_0016,44r,44v,28 gennaio 1607 m.v.,1608-01-28,day,Consule veneto in Saragoza,present,,,,not_checked,"Dalle lettere scritte a sua S.ta di Palermo di 17 feb° passato le vien dato aviso della morte di D. Valerio Bellhomo era consule in Seragosa a nome della S.ta V. et insieme informatione delli soggetti, che vanno ricercando esso carico, con li advertimenti per la elettione, perche non sia fatta da quel V. Re, et come in quelle, et sopra di esse dovendo noi sopra la mercantia riferir la nostra opinione iuxta l’ordine datoci dalle SS.VV. Ecc.me sotto 12 settembre passato riverentemente le dicemo, che per le leggi è disposto, che nelle elettioni di consoli siano preferiti prima suoi Cittadini, poi sudditi, et non trovandosi di questi suggietti la elettione sia fatta in forestieri, ne vedendos che sia comparso alcun cittadino o suddito che faccia instantia in essecution del proclama fatto di ordine nostro sotto 21 del presente forse perche esso Consolato è di poco momento, né porta la spesa ad alcuno di andarvi, sicome vien considerato in dette lettere, se non di Don Valerio Mora, e Bell’homo nepote del sudetto morto, che si ha fatto dar in nota, et va ricercando questo carico. Il quale si come appar per l’occclusa fede è cittadino di quella città nato di legitimo matrimonio [44v] et persona molto honorata, stimiamo pero, che potra la S.ta V. se cosi le parera, conferir questo carico nella persona di questo soggetto, che prontamente si offerisse di servire con le utilità et emolumenti soliti, et ordinarij, si come hanno riccevuto li suoi Precessori, et questo tanto li habbiamo voluto rapresentare con nostro giuramento. [mancano i nomi; a lato ‘ab. il Cl.mo Diedo’]",manual_full,,,,,0
ASVe_CSM_R142,R142_G006,45,47,,,,,not_applicable,,,,not_applicable,,not_transcribed,,,,,
ASVe_CSM_R142,R142_0017,48v,49r,1 febbraio 1607 m.v.,1608-02-01,day,Constantinopoli per prohibition il comprar à tempo con hebrei,present,"Ruzin Ruzini, Piero Soranzo, Maffio Michiel, Hier.mo Corner",,4,recorded_unverified,"Dalle lettere scritte alla S.ta V. dall’ill.mo s.r Bailo di 6 Xmbre passato, sopra le quali è stato commesso a noi sopra la mercantia dalle ss.rie VV Ecc.me sotto 28 del passato, che debbiao riferirle la nostra opinione, et dalle lettere scritte dal medesimo signor Bailo [a Costnatinopoli] all’officio nostro del 6 xmb. medesimo giorno in conformita habbiamo inteso li aggravij importantissimi che ricceveno li nostri mercanti in Constantinopoli nel negotio loro con l’occasione del vender le loro mercantie et contrattarle a tempo con la nattion hebrea, poi che per questa via restano essi nostri mercanti constretti per la via del tempo a consignar le loro mercantie nelle mano di essi hebrei, li quali con la commodita del tempo vanno negotiando, et contrattando le mercantie di nostri, et con molta loro commodita, vanno ritardando li pagamenti à modo loro, et ben spesso con questa occasione si impatroniscono de i cavedali di sudditi suoi, et con fallimenti, et per altre vie, come è spesse volte occorso vengono a privar li nostri del negotio loro con evidente, et importante maleficio della nostra natione, onde vedendosi la total ruina di nostri mercanti, che per questa via riccevono importantissimi aleficij per quelle particolar considerationi che sono descritte in esse letere, alle quali per nostra opinione è degna cosa il remediarvi, nel che per hora non sappiamo, che altro ricordarle se non in conformità di quanto vien esposto dal detto Ill.mo s.r Bailo, et di quanto vien anco ricordato di qua da mercanti interessati, che sia prohibito a nostri cittadini, et sudditi a Constantinopoli di poter vender le loro mercantie a tempo, termine o credenza di alcuna sorte, ma che quelli debbano vender si non a contadi o a baratto et non altramente perche per questa va resteranno li hebrei particolarmente privi di questa commodità, che hora ricceveno del comprar a tempo con la qual occasione vanno procurando di sustentar in loro il negotio, poi che con questa commodita di tempo vanno intervenendo (?) li cavedali di sudditi suoi, et con la industria sua servendosi con pericolo, et danno di sudditi suoi; onde quando la S.ta V. venira a prohibire, che sudditi suoi non possino contrattar in altra maniera che a contadi o a baratto si venira a dar commodita a nostri mercanti di poter continuar il loro negotio con proveder specialmente a questi hebrei, che per quelle vie cercano di privar li nostri della negotiatione, sperando che per questa via resteranno li nostri cittadini, et sudditi negotianti in quelle parti patroni, et delle botteghe a loro spettanti. Nel resto per le contrafattioni fin hora fatte da nostri per le intelligentie, compagnie o altro, che hanno havuto con essi hebrei contra la forma delel leggi non mancheremo di usar ogni diligentia per venir in luce delle contrafattioni, et castigar li contrafattori, et anco di prender informationi di quelo di piu, che si potesse terminare per maggior instruttione di questo negotio facendo pero del tutto avisata la S.ta V. com’è debito nostro, et cio le dicemo con nostro giuramento rimettendosi etc aggiongendoli di piu, che inherendo alle deliberationi dell’Ecc.mo Senato in tal proposito sia maggiormente dichiarito che niun suddito nostro possi sotto alcun pretesto mandar, ne ndrizzar robbe danari, et cavedali di sua ragione in mano di hebrei per il viaggio di Costantinopoli si come dal signor Bailo viene in esse sue lettere raccordato gratie / ab. il Cl.mo Diedo [Ruzin Ruzini, Piero Soranzo, Maffio Michiel, Hier.mo Corner]",manual_full,,,,,1
ASVe_CSM_R142,R142_G007,50,51,,,,,not_applicable,,,,not_applicable,,not_transcribed,,,,,
