register_id,unit_id,folio_start,folio_end,date_original,date_iso,date_precision,marginal_note_raw,marginal_note_present,signatories_raw,signatories_norm,signatory_count,signatories_complete,text_diplomatic,transcription_status,relation_type,related_unit_id,date_check,regest_note,uncertain_readings
ASVe_CSM_R142,R142_G012,70,85,,,,,not_applicable,,,,not_applicable,,not_transcribed,,,,,
ASVe_CSM_R142,R142_0029,86r,86v,13 settembre 1608,1608-09-13,day,saggie fiorentine per fabricar a Venetia,present,,,,not_checked,"La supplicatione di m. Antonio Gallo Bergamasco, nella quale narrando la esperienza per lui fatta a Bergamo nella fabrica di rasse, o saglie, a uso di Fiorenza, come dice, riuscitagli, et essendo venuto in questa città per far l’istessa prova, havendo con licentia de ss.ri Proveditori di Commun posto un tellaro a uso di fiorenza, sperando la medesima riuscita, ricerca però privilegio per anni trenta, che altri che lui, o chi havera causa da lui non possi fabricar di questa pannina con li modi, et conditioni come in quella, è stata da noi sopra la mercantia, in essecution dell’ordine datoci della S.ta Vostra a 3 del presente veduta, et considerata, sopra della quale brevemente le dicemo quello, che benissimo l’è noto, come l’arte della lana ricceve in questa città za tanti anni danno notabilissimo dalla introduttione de panni di lana forestieri, che si fabricano in terre aliene, et in particolar da questi fatti a Fiorenza, che vengono condotti in questa città per contrabando, prohibiti dalle leggi, ma pero da tutti usati publicamente nelle vesti, et altri habiti, come si vede, onde anco li datij suoi vengono non manco a patire rispetto alle dependensie (?), che possono nascer dal fondamento della fabrica di questa pannina, la qual riuscendo, non è dubbio, che non sia per apportare molta commodita et beneficio alla città, alli operari, alli datij et altri beneficij. Noi però havendo havute quelle considerationi, che si deveno stimamo il detto supplicante che sij degno del privilegio che dimanda non per anni 30, che a noi par troppo longo [86v] il quale che sia bene restringerlo al meno in 25, con quelli ordeni, et regule nel resto intorno alli seg\*\*li condotta bollette, fede, et altro, che parera alli ss.ri Proveditori di Commun uniti co’l officio nostro, che regolorono tutta l’arte della lana, o come meglio sara di satisfattione della S.ta Vostra et cio le dicemo con nostro giuramento rimettendosi. [ Marco da Riva, Ruzin Ruzini, Lorenzo Barbarigo, Maffio Michiel, Francesco Erizo ] [scrittura al riguardo dell’arte della lana da c. 90v [89v]",manual_full,,,,,1
ASVe_CSM_R142,R142_G013,87,96,,,,,not_applicable,,,,not_applicable,,not_transcribed,,,,,
ASVe_CSM_R142,R142_0033,97r,99v,12 dicembre 1608,1608-12-12,day,arte della seda pani forestieri regolation – è il commento alla proposta presentata ai Pro,present,,,,not_checked,,regest,,,,"vveditori, quattro aggiunti e università dei mercanti di panni di seta del 24 ottobre precedente per vietare i panni di seta forestieri. Segue una lunga discussione sul Lazzaretto presso la scala di Spalato.",
ASVe_CSM_R142,R142_G014,100,104,,,,,not_applicable,,,,not_applicable,,not_transcribed,,,,,
ASVe_CSM_R142,R142_0034,105r,105v,12 gennaio 1608,1608-01-12,day,Datiari delli 6 per c° per esser solevati dalli dani patiti,present,"Lorenzo Barbarigo, Domenego Lion, Marco Gradenigo, Ferigo Dandolo, Andrea Paruta",,5,recorded_unverified,"Rispondendo noi [etc] alla supplicatione delli datiari delle sei per cento passati, che ricercano di esser solevati dalla S.ta V. dalli danni patiti nella condotta di esso datio finito ultimo mazo pur passato per le cause come in quella. Vedute da noi le risposte fatte dalli ss.ri Governatori delle Intrade et officio nostro, et la commissione di novo datane a ultimo feb° pur passato riverentemente dicemo in conformita anco di quanto li fu come di sopra risposto esser a tutti pur troppo nota la depredatione fatta da corsari di tanti vasselli Venetiani che erano destinati per questa citta, dalla quale non è dubbio alcuno che essi datiari ne hanno riceuuto notabl danno poiche le mercantie in essi caricate che dovevano favorir il loro datio furono cosi malamente depredate, al qual danno per le informationi che habbiamo se vi aggionge ancora, che per li avisi di essi corsari molti, che havevano caricato sopra la nave salvetta si risolsero di discaricare, ne volsero poi caricar cosa alcuna sopra essa, ne altre, che furono per soria la Salvetta, et Pigna, per Alessandria Giustiniana, Guidota, et Roata [Reata?] con grossi cavedali fin a tanto che la piazza non senti la nova dell’armar delle navi per accompagnar quelle da mercantia, le quali alli 18 di ottobre si partirono di sopraporto, et andorono poi in Istria per far la massa con quelli di Alessandria, et in Colfo stettero diversi mesi et in particolar a Ragusi, di dove partite gionsero a Corfù a mezo marzo in circa, m in questo mentre una fregata mandata a posta li trovorono a Ragusi con ordine del Senato, che dovessero andar à Corfù, et ivi fermarsi fin ad altro ordine del medesimo Senato. Si partirono poi di Corfu per il suo viaggio a 24 Zugno per essecution di letere di esso senato de 7 Zugno detto, et ancora non sono di ritorno, se ben ragionevolmente dovevano tornar al tempo di loro datio. Aggiongemo ancora che partitono tre Galioni Emo, Moresini, et un fiamengo. Il febraro et marzo susseguenti che poi gionsero à Venetia [v] questo agosto prossimo passato fuori del tempo del suo datio per maggior loro disgratia. La dove considerato da noi le cose prenarrate, et quanto si deve veduto anco, come per una delle sopradette risposte di 20 settembre 1607 fu consigliata la S.ta Vostra, che questi datiari come buoni et fedeli dovessero continuar nel datio, che poi nel fine della condotta si haverebbe havuta consideratione alli loro danni in quel miglior modo, che le paresse, pero cosi come dal predetto discorso consta assai chiaramente et in Generale che hanno patito molto, cosi non posiamo con fondamento salva la nostra conscienza condescender a particolari come veniamo ricercati circa quella quantità di debito, che potessero esser degni di esser gratiati per li varij accidenti occorsi. Solamente le dicemo, che sono stimati da noi meritevoli di quella gratia che piacera alla molta pietà, et clemenza sua di conceder loro, havendo havuto anco in consideratione, che dalla tardanza delle predette navi, che dovevano capitar sotto il datio di essi supplicanti è proceduto, che sono capitate sotto la condotta corrente, che havendo la S.ta V. ricevuto augumento in quel datio di ducati 19.m dalla affittation passata come appar per l’occlusa fede, si puo attribuire con discorso assai ragionevole, che questo augumento sia derivato in gran parte dalla speranza, che essi datiari presenti hanno havuto, che esse navi giongessero sotto il suo datio. Onde la S.ta V. per tal causa non venira a sentirne tanto aggravio et quest’è quanto li habbiamo voluto referire con nostro giuramento rimettendosi [ Lorenzo Barbarigo, Domenego Lion, Marco Gradenigo, Ferigo Dandolo, Andrea Paruta ]",manual_full,,,order_anomaly_vs_previous,,0
ASVe_CSM_R142,R142_0035,106r,106v,13 gennaio 1608,1608-01-13,day,Fontigo di Todeschi / Tolaro,present,"Domenego Lion, Marco Gradenigo, Ferigo Dandolo, Andrea Paruta",,4,recorded_unverified,"Havendo la m.ca Nation Alemana con sua supplicatione de di 10 novembre passato ricercato la S.ta Vostra, che si degni di conceder loro, che possino valersi dell’argento di 61 marca (?) per uso delli suoi contratti con sumministrar alli mercanti di questa piazza delle loro piastre per mandarle in Levante con quelle provisioni, et cautioni, che parera alla Serenità Vostra per assicuration delle sue leggi fatte circa le valute, et come in quella, et dovendo noi sopra la mercantia iusta la commissione datane riferire la nostra opinione, riverentemente le dicemo, che puo esser verissimo, che nationi straniere, capitando con questa sorte di argenti in Cipro, Soria, et altre parti del Levante ben veduta da Turchi con essa vadino comprando delle mercantie, che erano solite venir a Venetia, com’è anco verissimo, che quelli conducono nelli suoi paesi con navigationi insolite a danno delli datij di questa città, et specialmente del negotio del fontego loro, che si soleva in abondanza servire delli Gottoni, et altre mercantie, al presente in gran parte per causa di dette navigationi dismesso. È anco vero che essi mercanti ricceveno perdita di consideratione per inalzamento del cambio, et abbassamento dell’oro, nel che cosi come possono procurar il rimedio con far pareggiar l’oro con l’argento nelli loro paesi come è stato fatto in questa Città, cosi quanto aspetta alli sudetti mali cosi importanti non sapiamo per hora apportare alcun rimedio, per esser molto difficile per quanto si vede la provisione. Et se bene la proposta di essi mercanti non è dubbio, che apporterebbe molta commodita, et facilita alli loro negotij, ma pero per haver in se molti contrarij importanti, per che havendo la Ser.ta Vostra con molto studio et con tanta prudenza provisto alle valute con le loro parti ultimamente prese, dalle quali se vi puo sperare ragionevolmente co’l’osservanza di esse gran beneficio al publico, et commodo a tutta [v] la citta, par a noi ben discorso, et considerato intorno li particolari di essa supplica quanto si deve, che causeria (?) essa loro dimanda grande alteratione nel negotio regolato di esse monete, perche primieramente quello che si facesse delle piastre bisogneria anco permetter nelli reali, onde la moneta venetiana col concorso di questa calando di precio non haveria alcun spazzo, poiche tornerebbe conto a questi mercanti di batter, et fabricar di essi perche facendone particolar mercantia li aprecieriano a loro modo, et ne capiteriano anco nella Dalmaria armata, et altri lochi, oltre che bisogneria anco far il medesimo delli reali con le medesime alterationi con deregolatione del preso, et della lieve (?) regolatione fatta. Onde per nostro parere questo saria a ponto una strada facile di non far piu capitar argento a Venetia et ritornar nella nova confusione di prima, pero stimiamo che non sia bene in alcuna maniera conceder loro quanto ricercano et cio con nostro giuramento rimettendoci etc [Domenego Lion, Marco Gradenigo, Ferigo Dandolo, Andrea Paruta ]",manual_full,,,order_anomaly_vs_previous,,3
ASVe_CSM_R142,R142_G015,107,118,,,,,not_applicable,,,,not_applicable,,not_transcribed,,,,,
ASVe_CSM_R142,R142_0036,119v,120r,18 marzo 1609,1609-03-18,day,arte della lana Piero Morello per far saggie,present,"Domenico Lion, Ferigo Dandolo, Andrea Paruta",,3,recorded_unverified,"[vi sono diverse risposte su questi privilegi]. Ricerca il fedel Pietro Morello, che havendo lui un perfettissimo secreto di fabricar saggie bellissime, et con ogni diligentia, che staranno a paragone delle fiorentine in ogni conto, et le supereranno di bonta, saranno lustre, et leggiere, non resteranno macchiate dall’acqua, costeranno manco delle venetiane ord[inari]e non lasceranno il colore, ne si smariranno, la S.ta Vostra li conceda, che possa farne la esperienza perche riuscendo li sia concesso il privilegio, et come nella sua supplicatione [/] a noi sopra la mercantia dalla S.ta Vostra commessa [120] a 12 feb° prossimo passato, sopra la quale riverentemente le dicemo, che non sapendo noi il modo di questa sua nova inventione non possiamo ne anco con fondato discorso darne ferma relatione, solamente le potemo dire, che la proposta sua riuscendo in tutte le particolarità di sopra narrate è degna di esser a questi tempi abbrazzta, quando pero non sia cosa stata ricordata da altri, o vero descritta ne i libri publici, et che specialmente restino tenti (?), iuxta la forma delle leggi fatte, o che si facessero, et quanto al privilegio delli anni vinti, che ricerca, questo parendoci tempo troppo longo, crederessimo, che fossi bene di restringerlo, si come fu gia deliberato nel privilegio concesso a Vidal Vidali dall’Ecc.mo Senato sotto 7 febraro prossimo passato che fu ridotto in anni dieci solamente et ciò per nostro giuramento rimettendosi. [Domenico Lion, Ferigo Dandolo, Andrea Paruta]",manual_full,,,,,1
ASVe_CSM_R142,R142_G016,121,130,,,,,not_applicable,,,,not_applicable,,not_transcribed,,,,,
ASVe_CSM_R142,R142_0037,131v,135r,19 marzo 1608,1608-03-19,day,"A proposito di un ricordo che propone di modicare il dazio sulle sete, di cui si è parlato",present,"Domenego Lion, Piero Soranzo, Hier.o Corner / usciti di off°",,3,recorded_unverified,"ancora a c. 73t° (si riporta a lato), 120t e 136. Nella scrittura dell’aricordo presentato a VV. Ecc.ze Ill.me dal fedel Z. Battista Folo per essecution della parte dell’Ecc.mo Senato de 8 mazo 1608 va lui proponendo che pe servitio dell’arte della seda di quella [questa?] citta tanto decaduta con beneficio di scale, et principi alieni come è noto sua S.ta debba ridur la stima a tutte le sede di terra ferma, cosi lavorate, come greze che saranno estratte fuori del suo stato a rason di ducati 2 ½ per lira di stima, dove hora pagano a rason di ducato uno solamente essendo che sono piu di anni cento che si espediscono con (?) si bassa stima rispetto all’accrescimento del prezzo che a tempi presenti hanno fatto esse sede affermando che questa regolatione di stima sara giusta, et riuscira con notabilissimo augumento di tutti li datij delle sede di terra ferma per l’uscita, che non apportera gravame a sudditi, ma solamente a forestieri per molte ragioni, et cause, come più diffusamente vien da lui in essa scrittura narrato [132r] [questa frase è ripetuta dal copista due volte]. Sopra questa materia essendo stato commesso dalle SS.VV. Ecc.me sotto 20 zugno 1608 a noi sopra la mercantia usciti di officio, che dobbiamo riferirle la nostra opinione, haveressimo prima che hora dato la sua debita espeditione, ma essendo sopragionte diverse contradittioni della città di Vicenza, territorio, et datieri, di quella di Bressa et ultimamente di Verona, et territorio, non habbiamo pero potuto devenir ad alcuna ressolutione per li diversi impedienti, e termini, che è stato necessario conceder loro iuxta le instanze fatteci, et quando erimo in stato di dar compimento a tutto questo negotio fossimo ricercati a soprasedere dal Nontio di Verona v.a (??) essendo poi sopragionti li 4 ambasciatori di quella città habbiamo quelli ascoltati longamente, et intesi anco separatamente li gravami di quel territorio, et di piu di quelli delle terre di Valeso, et Villafranca sudditi suoi confinanti co’l territorio Mantoano. Fo udito anco il sopradetto D. Z. Battista Folo sopradetto volendo VV. Ecc.ze Ill.me che diamo espeditione ad essi ss.ri ambasciatori solamente per hora, perche possino ritornar alle case loro. Le esponemo adunque per quanto aspetta alli interessi della citta di Verona, et territorio, che le sede che si fabricano in quella citta, et territorio sono sede che si trazeno alla graossa non buone, ne atte alla fabricatione di panni di seda ne per trame ne per ordimenti, le quali sede si adoperano solamente nel far bottoni, franze, passamani, et altri lavori per servitio di mercanti forestieri Thodeschi, fiaminghi, et altri, che attendeno a questo negotio, ne si vede che fiorentini, ne luchesi, ne venetiani manco comprino di queste sede per uso di drapparia di seta. La causa che quelle sede non sono buone per fabricar panni di seda è anco chiara, perche tutte le altre città del stado trazeno le sede alla real dalla Galetta, pure sottili, et schiette, et di essa Galetta cavano poi li struzi, et sedazze, et altro, ma in Verona et territorio si trazeno le sede alla grossa per esser unite, et incorporate con li doppij non usando essi di separar essi doppij dala galetta si fattamente che per esser tratte a questo modo alla grossa non essendo atti alla fabrica di panni di seda, l’accrescimento della restima p.ta non sarà per apportar alcun beneficio all’arte della seda di questa città. Et quando si volesse anco ordinare, che queste sede fossero tratte alla real, come fanno le altre città, et lochi del suo stado, asserendo il detto Follo, che ciò si potria fare, questa saria una sovvertione de tutti li operarij di esse sede donne, contadini, et altre povere persone che trazeno da per se dette sede, li quali havendo costumato per tanto decorso d’anni à dietro per questa via cosi ordinaria, bsogneria che altri in luogo loro subintrassero a questo essercitio [133] a misera loro esclusione, et non si potriano ne anco trovar persone sufficienti per il gran numero che vi bisognera, oltra che sua Serentia nel modo cosi usitato ne ricceve nella estrattion beneficio maggiore, perche nelle altre citta, separandosi le sede sottili dalle grosse si paga delle sottil il datio intiero, et delli doppi, et sedazze mezo datio, ma in Verona essendo tratte tutte insieme unite cosi le sottili come li doppij, et sedazze si paga di tutte il medesimo datio, che vien ad esser utilita al publico un terzo di più circumcirca oltra che quando in Verona si lavorassero esse sede alla reale quelle si estrazeriano da Verona greze, che saria con danno notabile di quella città rispetto alla gran quantità de filatorij et operarij, che lavorano simil sete, con le qual si spesano et mantengono tanto numeroso popolo, onde non torna conto al publico che si facci simil alteratione nel dar nova forma al lavorier di queste sede. Questa impositione o nova gravezza di accrescimento di stima, dalla qual si cava il datio, si ben fosse pagata da forestieri saria però ancora per ridondare a gran danno di Verona, et territorio per che li forestieri procureriano di avantaggiarsi nelle comprede con abbassamento di precio, et il dire, che sariano rifatti da essi forestieri non è fondato ragionamento perche li forestieri compratori sono pochi, et li territori sono infinti, et in bona parte bisognosi [133v] onde sta al compratore et non al venditore far il prezzo, oltra che li medesimi patroni dele sete, passato che sia un certo tempo limitato dalli capitoli di quel datio, sono tenuti loro di pagar il datio della estrattion non ostante che non habbino fatto essito di esse sede, dal che si scuopre, che questa impositione torneria adosso alla citta, et territorio in gran parte. Il negotio di Verona è inviato gia tanti anni sopra questa sorte di seda, della qual se ne serveno Fiamenghi, et Thodeschi, che hanno case aperte in Verona, quali è da dubitare che quando li fosse aggionto maggior gravezza facilmente si partissero per servirsi in altri luoghi, facendo lavorar a loro modo le sede stando anco in Italia, et nelle case loro con desviar li operarij da quella citta, et introdur filatorij, com’è seguito a Rovere di Trento potendo massimamente con facilita essi forestieri haver la commodita di altre sede buone et atte a questo negotio per la via de Livorno Marsiglia et altre scale, dove di Levante con navi forestiere ve ne capitano quantita senza piu venir a Venetia, si come hanno fatto li mercanti de Lion di Franza, con li quali soleva la città di Verona haver grandissimo negotio per occasion di quelle sede, il quale è già decaduto, et perso, servendosi essi francesi [134r] delle sede di mare, che vengono condotte a Marsiglia, et non piu di quelle di Verona, tal che ogni gravame, che si voglia addossare a Todeschi, et fiamenghi potria dar loro occasione di deviar il negotio com’è predetto. Et non è dubbio ancora, che per le gravezze alle volte si debilitano li negotij, et si deteriorano anco li datij, come particolarmente successe nell’arte della lana di quella citta gia florida, la quale per causa delle impositioni già poste hanno asserito esser andata decadendo di tempo in tempo si fattamente che al presente si fabrica poca quantita di panni rispetto alli tempi passati. Et maggior danno è successo all’arte della Gucchiaria di quella citta la qual per causa di nove gravezze, se ben sua Serenità venne poi alla revocation di esse, con tutto che essendo li operarij andati a Mantoa, et altrove, non è più tornada in piedi essa arte. Onde reverentemente stimiamo doversi considerare prima che si venghi a così fatte impositioni, nel che hora principalmente è da pensare la conditione di tempi presenti la quietezza de principi grandi, che da occasione a forestieri di attender al loro negotio con maggior avantaggio nelli loro proprij paesi con la commodita, et facilita, della navigation, che hanno da poco tempo in qua principiato, potendo servirsi altrove delle cose bisognose al loro negotio. È anco vera la consideratione, che hanno fatta detti signori ambasciatori che questa stima ricordata sotto nome di restima è veramente gravezza poiche [134v] si deve pagar per essa maggior datio nella estrattione. Et se bene essa stima non è stata alterata dall’anno 1505 in poi, non è pero che il pagamento del datio di esse sede non sia accresciuto notabilmente di tempo in tempo secondo le impositioni delli grossi per ducato, soldi per lira, doppij datj et altri, et redutto a quel termine, che si paga al presente molto piu assai di quello, che importa la stima del ducato predetto. Et è anco d’advertire, che sempre nelle stime non si ha consideratione alla valuta delle mercantie ma sempre è solito, che li mercanti siano avantagiati in esse per servitio anco publico, perche quanto piu si usa agevolezza a mercanti tanto piu mercanti continuano volentieri nelli negotij, che redondano poi à servitio di suoi datij, come si vede esser sta osservato in tutte le stime di Intrada uscida et altri datij di quella città. Ne è piacciuto alla S.ta Vostra gia tanti anni far alcuna alteratione in esse stime per diverse cause, et specialmente perche non si dia occasione ad altri di far simili alterationi con maggior impedimento alli negotij pur troppo dessolati. Il territorio tutto di Verona pretende (?) grandissimi interessi per esser il primo ferito (?) poi che il datiaro per scuoder il datio per li suoi capitoli puo tenirsi tanto al venditore, quanto al compratore et sempre si appiglia alla parte piu debole pero sostentandosi gran poverta con la industria del tenir cavallieri et trazer essa seda [135] potriano riccever non mediocre aggravio. Et oltre il datio universal di tutto esso territorio vi sono anco le sudette due terre di Valizo, et Villa franca confinate co’l territorio mantoano, dove vi sono commodita di filatorij et acque, delle quali terre, se ben professano esse di esser fid[elissi]mi sudditi, non di meno si dubita, che per causa di queste nove gravezze si potria levar delli habitanti poi che il s.r Duca di Mantoa va producando d’invtar le arti ad andar ad habitar nel suo territorio con diversi allettamenti. Molte altre ragioni, et considerationi oltre quanto è prenarrato vi è stato esplicato dal molto valor di D. Agustin dal Bene D. (?) et è (?) uno di detti ss.ri ambasciatori li quali per brevità et per non tediar maggiormente sua S.ta habbiamo tralasciati sicuri, che saranno stati esposti a quell’Ecc.mo Coll.o nella attione fatta dal Ecc.mo soggetto sop.to. Ma venendo alla conclusione di questo negotio, riverentemene considerato quanto si deve dicemo il parer nostro esser, che non sia bene far alcuna alteratione in questo proposito per quanto aspetta all’interesse della citta di Verona suo territorio et terre p.ti (?) per li discorsi gia fatti massime a tempi presenti, riservandosi poi uditi li aggravij delle altre città, et territorij che pretendino di esser udite con suo ambasciatori di riferir a tempo piu opportuno, quanto ne parerà convenire, et cio le dicemo con nostro giuramento rimettendosi pero in tutto alla molta prudenza di VV. SS. Ecc.me. [Domenego Lion, Piero Soranzo, Hier.o Corner / usciti di off° ]",manual_full,,,order_anomaly_vs_previous,,6
ASVe_CSM_R142,R142_0038,136r,138v,25 marzo,1608-03-25,year_missing,Z. Battista Folo per la stima delle sede di T.f,present,,,,not_checked,"… Dovendo noi sopra la mercantia già usciti di off° risponder alla supp.ne del fedel Z. battista Follo intorno all’accrescimento della stima delle sede del suo stato, che vengono estratte per terre aliene, ricordato da lui tralasciando da parte le cose considerate nella risposta fatta da noi ultimamente per quanto aspetta alli interessi della citta di Verona, et territorio havendo noi prima uditi D. Scipion Feramosca ambasciator della città de Vicenza, et suo collega D. Hier.mo Porto a questo effetto destinati, et udito anco quanto ne ha voluto esporre, et alligare il medesimo supplicante riverentemente dicemo a VV. Ecc.ze Ill.me che havendo noi intorno questo negotio voluto haver informatione dalli Proveditori alla seda di questa città, da essi, et quattro aggionti della universita di mercanti n’è stata presentata una scrittura, copia [v] della quale habbiamo stimato bene mandarle inclusa con la presente, perche contenendosi in essa molti particolari attinenti a questo negotio possano le SS.VV. Ecc.me restar maggiormente informate, alli qual particolari rimettendosi per studio di brevità le soggiongemo appresso, che cosi come non è cosa da metter in dubbio, che la nova restima ricordata non sia per riuscir in accrescimento di nova gravezza, si come habbiamo già considerato nella sop.ta risposta di Verona cosi è anco cosa chira, che essi datij delle sede sono stati di tempo in tempo aggravati perche del 1525 fu accresciuto solti 10 per lira del 1564 li soldi 3 per lira del 1561 altri tre soldi per lira del 1564 raddoppiato il datio da 7 a 14 per c° del 1575 il grosso per ducato et del 1596 il soldo per lira si fattamente, che se bene non sono stati accresciuti essi datij con alteration di stima sono stati pero accresciuti con altre imposition diverse. Ben è vero, che havendo forestieri bisogno di queste sede, non si vede, che questo negotio per causa delle dette impositioni sia stato impedito nella estrattion di esse, ma anzi hanno continuato, et tuttavia continuano forestieri esso negotio. Temino pero grandemente detti ambasciatori che questa alteratione ricordata saria causa che esse sede non sariano transmesse in altre parti et li mercanti si industreriano provedendosi in altra maniera delle sede, nella Romagna, Abruzzo, Messina Calauria, et di quelle di Levante con la commodità delle nove navigationi, quello che ad altri tempi non saria successo, rispetto che essi novi viaggi non erano introdotti; onde cessando l’essito [137r] di esse sede, li poveri contadini, ne sentiriano primi estremo patimento, li negotij di quella città, ricceveriano grave danno, con altri malefitij, che potriano derivare da cosi fatta nova impositione, da loro, a noi rappresentati. Nella estrattion del datio delle sede da Vicenza per terre aliene pagando vicentini solamente sei per cento in virtu di suoi privilezij, che ne hanno fatto vedere, et il forestiero 14 per cento si puo fcilmente come vien affermato dannificar quel datio a malef° publico servendosi il forestiero sotto nome del vicentino onde considerate da noi tutte le cose prenarrate et quanto si deve in questo negotio, stimiamo primieramente che esso datio delle sede per terre aliene habbia bisogno di maggiormente esser regolato in quel modo, che parera alle prudenze loro per assicurarsi, che vicentini godino si il suo privilegio, ma che non possino servire con esso forestieri, si per causa delle sede nate, et lavorate in Vicenza et Vicentino, come di quelle altre sede del stado, che sono condotte a Viceza delle quali non hanno alcun privilegio, perche per nostra opinione con buona et conveniente regula stimiamo che si possa augumentar honestamente quel datio: rimettendosi nel resto in tutto a quanto piacerà a VV. Ecc.ze Ill.me di deliberare co’l senato in tal proposito et ciò con nostro giuramento. [ Dom° Lion, Fantin Diedo, Pietro Soranzo, Hier.mo Corner usciti] Segue la scrittura dei p.ri alla seda (sono i Provveditori e quattro aggiunti della Universita dei mercanti di panni di seta che rispondono anch’essi in merito alla supplica di Z. Battista Follo). [c. 137v] Che la perdita del datio del fontego di Thodeschi non stimiamo che derivi dalli panni di seda, se ben se ne spediva all’anno doi mille pezze in circa di piu di quello si fa, il datio de quali non arriva ni anco a d. 500, ma che ciò causi dalla navigatione presa da fiamenghi, Inglesi, et francesi, perche vanno con li loro proprij vasselli in Levante a comprar sede, spiciarie, gottoni, et altre merci, et quelle poi conducono a Marsiglia fiandra, et Inghilterra, di dove sono poi condotte nelle fiere di francfort, et altri lochi di Alemagna, dove li mercanti con loro avantagio di dodeci et piu per cento si vanno a servire in esse fiere, che non farebbono se venissero a Venetia, si come facevano di prima avanti fosse presa detta navigatione. Quanto alle sede di Vicenza sono lavorate in essa città da 150 miera in circa all’anno nate parte nel suo territorio, et parte in Padoana et Trivisana, o altri lochi, delli quali per nostro creder non ne vengono a Venetia quindici miera in circa si come si puo veder al datio dell’Intrada, quale si adoperano in far rasetti tramadi de fillo per muri, ferandine, brocadilletti, et tabinetti Il restante serve per francfort, Alemagna Fiandra, et altri luoghi, quali empiegano per quello si dice in ferandine, passamani, cuseri, et simil altri lavori, si che questa citta puo far di manco, et dove \*\*\*veri (??) soleva servirsi a Vicenza, et a Venetia, hora poco se ne serve per la relation che si ha nel loro stato ne fanno quasi à bastanza. Si Bollogna, Modena, Rezo, et altri luochi circumvicini [138] si vengon a servir di sede a Bassan, Trivisana, Berg° Bressa, che sono sede fine, et serveno per rasi, et altri panni di seda fini, ne portano all’incontro di lavorata assai maggior quantita di quella levano, che è all’arte nostra molto necessaria per la sudetta pannina, quali pagando maggior gravezza di quello fanno, giudicamo che ancora loro possano alterar a noi il prezzo di esse sede lavorate, et quest’è il danno, che potria l’arte nostra riccever, che nel resto non stimiamo che si possa dannificare, et noi adoperiamo sede di Calauria Messina, et d’altri luoghi del Regno di Napoli con che riverentemente se le inchiniamo. 1608. 8. Xmb. Presentata per li P.ri alla seda fu per innanzi [senza firma]",manual_full,,,year_not_in_source_header;date_iso_inferred_from_sequence;order_anomaly_vs_previous,,0
ASVe_CSM_R142,R142_G017,139,139,,,,,not_applicable,,,,not_applicable,,not_transcribed,,,,,
